sat.Earth.TA              sat.Earth.ECC             sat.EarthMJ2000Eq.VMAG    sat.EarthMJ2000Eq.FPA     sat.Earth.RMAG            sat.Earth.SMA             sat.EarthMJ2000Eq.VX      sat.EarthMJ2000Eq.VY      sat.EarthMJ2000Eq.VZ      sat.ElapsedSecs           sat.Earth.RadPer          
0                         0                         5.589938012318748         90                        12756.2726                12756.2726                0                         5.589938012318748         0                         0                         12756.2726                
0.002510763655947198      3.410888160633206e-16     5.589938012318749         90                        12756.2726                12756.27260000001         -0.0002449571904849807    5.589938006951603         2.09209381259841e-22      0.1000000862404704        12756.2726                
0.01229930188037178       4.547851119642273e-16     5.589938012318749         90                        12756.2726                12756.27260000001         -0.00119995460459479      5.589937883525633         1.404660623423832e-21     0.4898629384115338        12756.2726                
0.03850890125053362       7.958740027615706e-16     5.58993801231875          90                        12756.2726                12756.27260000001         -0.003757036844163377     5.589936749753099         3.814696517815797e-21     1.533752493560314         12756.2726                
0.1271996746775962        3.410971993053336e-16     5.589938012318749         90                        12756.2726                12756.27260000001         -0.01240994919008904      5.589924236939816         5.458914626288319e-21     5.0661746179685           12756.2726                
0.4330066452016426        3.411484288791284e-16     5.589938012318749         90                        12756.2726                12756.27260000001         -0.04224494867884971      5.589778380747953         2.628396079594367e-20     17.246013879776           12756.2726                
1.378516938289329         5.690534093866164e-16     5.58993801231875          90                        12756.2726                12756.27260000001         -0.1344790293363852       5.58832017445626          3.987090468512692e-20     54.904289112892           12756.2726                
2.884975129746859         3.439977198717382e-16     5.589938012318749         90                        12756.2726                12756.27260000001         -0.281347397675326        5.582853269018218         -2.65153106064639e-19     114.9042893084697         12756.2726                
4.39143332120442          1.19962401590682e-16      5.589938012318748         90                        12756.2726                12756.2726                -0.4280212807125659       5.573527138610096         -3.299585729730853e-19    174.9042891897261         12756.2726                
5.897891512662151         5.101869918970469e-17     5.589938012318748         90                        12756.2726                12756.2726                -0.5743992880864747       5.56034823004925          1.166403316008306e-18     234.9042893853039         12756.2726                
7.404349704119781         5.736092729973524e-16     5.58993801231875          90                        12756.2726                12756.27260000001         -0.7203802339635891       5.543325653439518         1.856996724348229e-18     294.9042892665602         12756.2726                
8.910807895577388         6.86456744907044e-16      5.58993801231875          90                        12756.2726                12756.27260000001         -0.865863206984728        5.522471175873734         2.206606315508414e-18     354.9042891478166         12756.2726                
10.41726608703505         8.023882477148371e-16     5.58993801231875          90                        12756.2726                12756.27260000001         -1.010747640021373        5.497799213299565         8.424690620097283e-19     414.9042893433943         12756.2726                
11.92372427849274         8.156597871194311e-16     5.58993801231875          89.99999999999999         12756.2726                12756.27260000001         -1.154933379694094        5.469326820554287         7.79492242886719e-20      474.9042892246507         12756.2726                
13.43018246995034         4.660913069253893e-16     5.589938012318749         90                        12756.2726                12756.27260000001         -1.298320755604969        5.437073679575386         3.153390504083368e-19     534.9042891059071         12756.2726                
14.936640661408           8.023882477148371e-16     5.58993801231875          90                        12756.2726                12756.27260000001         -1.440810649236126        5.401062085795151         2.532998826664901e-18     594.9042893014848         12756.2726                
16.44309885286565         8.216214408564334e-16     5.58993801231875          89.99999999999999         12756.2726                12756.27260000001         -1.582304562466805        5.36131693272864          3.993024863819957e-18     654.9042891827412         12756.2726                
17.94955704432332         4.798496063627282e-16     5.589938012318749         90                        12756.2726                12756.27260000001         -1.722704685661548        5.317865694765696         3.028641551958911e-18     714.9042893783189         12756.2726                
19.45601523578098         1.138106818773233e-15     5.58993801231875          90                        12756.27260000001         12756.27260000002         -1.861913965282472        5.270738408178895         3.408594469544966e-18     774.9042892595753         12756.27260000001         
20.96247342723859         4.576378299380293e-16     5.589938012318749         90.00000000000001         12756.2726                12756.27260000001         -1.999836170978879        5.219967650360548         1.262619743178339e-18     834.9042891408317         12756.2726                
22.46893161869623         8.023882477148371e-16     5.58993801231875          90.00000000000001         12756.2726                12756.27260000001         -2.136375962107821        5.165588517303132         3.048377034732573e-19     894.9042893364094         12756.2726                
23.97538981015389         9.109998960266276e-16     5.58993801231875          90.00000000000001         12756.2726                12756.27260000001         -2.271438953639646        5.107638599338692         1.51094707908546e-19      954.9042892176658         12756.2726                
25.48184800161154         1.254814544395343e-15     5.589938012318751         90                        12756.2726                12756.27260000002         -2.404931781402965        5.046157955154007         -6.458981390771926e-19    1014.904289413244         12756.2726                
26.98830619306917         1.155132349968294e-15     5.589938012318751         89.99999999999999         12756.2726                12756.27260000002         -2.536762166623931        4.981189084099455         1.518540974734142e-18     1074.9042892945           12756.2726                
28.49476438452684         8.723289202395604e-16     5.58993801231875          89.99999999999999         12756.2726                12756.27260000001         -2.666838979715225        4.912776896810759         9.163461587027255e-19     1134.904289175756         12756.2726                
30.0012225759845          1.226180959034552e-15     5.589938012318751         89.99999999999997         12756.2726                12756.27260000002         -2.795072303270656        4.84096868416388          -3.113186902138528e-18    1194.904289371334         12756.2726                
31.50768076744214         1.096419904481351e-15     5.589938012318751         89.99999999999997         12756.2726                12756.27260000001         -2.92137349422181         4.765814084584538         2.206612446249108e-19     1254.90428925259          12756.2726                
33.01413895889979         1.641586500938061e-15     5.589938012318752         89.99999999999996         12756.2726                12756.27260000002         -3.04565524511381         4.687365049734963         1.116471189170384e-18     1314.904289133847         12756.2726                
34.52059715035743         1.919398425450912e-15     5.589938012318753         89.99999999999997         12756.2726                12756.27260000002         -3.167831644457808        4.605675808601585         6.046561302283481e-18     1374.904289329425         12756.2726                
36.02705534181508         1.493483268373805e-15     5.589938012318751         89.99999999999996         12756.2726                12756.27260000001         -3.287818236118492        4.520802830008494         2.132920964735347e-18     1434.904289210681         12756.2726                
37.53351353327272         1.599829691366418e-15     5.589938012318752         89.99999999999997         12756.2726                12756.27260000002         -3.405532077695573        4.432804783582579         -4.389437891216158e-19    1494.904289406259         12756.2726                
39.03997172473039         1.156498078523e-15        5.589938012318751         89.99999999999996         12756.2726                12756.27260000001         -3.52089179785886         4.341742499197334         7.024929035023153e-18     1554.904289287515         12756.2726                
40.54642991618803         7.949543452716108e-16     5.58993801231875          89.99999999999997         12756.2726                12756.27260000001         -3.633817652597339        4.247678924923359         7.274093549915089e-18     1614.904289168771         12756.2726                
42.05288810764569         6.834619538967303e-16     5.589938012318749         89.99999999999997         12756.2726                12756.27260000001         -3.744231580343316        4.150679083514635         5.347900603225037e-18     1674.904289364349         12756.2726                
43.55934629910332         6.110773816890882e-16     5.589938012318749         89.99999999999997         12756.2726                12756.27260000001         -3.852057255933568        4.050810027460636         6.3610543967392e-18       1734.904289245605         12756.2726                
45.06580449056097         8.944279513138332e-16     5.58993801231875          89.99999999999997         12756.2726                12756.27260000001         -3.957220143370176        3.948140792635366         4.908944859821945e-18     1794.904289126862         12756.2726                
46.57226268201862         7.638467271113605e-16     5.589938012318749         89.99999999999997         12756.2726                12756.27260000001         -4.059647547344563        3.842742350575349         6.547105649006326e-18     1854.90428932244          12756.2726                
48.07872087347627         6.530896362523473e-16     5.589938012318748         89.99999999999997         12756.2726                12756.27260000001         -4.159268663489144        3.734687559419569         4.092702956408494e-18     1914.904289203696         12756.2726                
49.58517906493393         8.46758158187599e-16      5.589938012318749         89.99999999999996         12756.2726                12756.27260000001         -4.256014627321828        3.624051113545272         -7.832347580173929e-19    1974.904289399274         12756.2726                
51.09163725639156         8.162991870352749e-16     5.589938012318748         89.99999999999996         12756.2726                12756.2726                -4.349818561849541        3.510909491934427         -3.927903215441484e-18    2034.90428928053          12756.27259999999         
52.59809544784923         8.241791097735744e-16     5.589938012318748         89.99999999999996         12756.2726                12756.2726                -4.440615623797894        3.39534090530658          -3.154257295817841e-18    2094.904289161786         12756.27259999999         
54.10455363930689         1.145213813994346e-15     5.589938012318747         89.99999999999993         12756.27260000001         12756.27260000001         -4.528343048434983        3.277425242054597         -6.266275890944308e-18    2154.904289357364         12756.27259999999         
55.61101183076454         1.271068997455258e-15     5.589938012318747         89.99999999999993         12756.27260000001         12756.27260000001         -4.61294019295839         3.157244013020704         -7.314032841964684e-18    2214.904289238621         12756.2726                
